event_id,customer_id,product_id,stage,event_date
E01811,C033,PR01,Viewed,2025-02-17
E01812,C333,PR05,First Transaction,2025-08-11
E01813,C321,PR05,Approved,2025-03-09
E01814,C389,PR01,Application Started,2025-03-17
E01815,C413,PR02,Viewed,2025-11-06
E01816,C161,PR05,Application Started,2025-10-04
E01817,C165,PR05,Activated,2025-07-25
E01818,C284,PR05,Viewed,2025-03-30
E01819,C440,PR03,Viewed,2025-06-13
E01820,C058,PR05,Approved,2025-07-21
E01821,C413,PR02,Application Started,2025-10-27
E01822,C433,PR08,Approved,2025-06-07
E01823,C309,PR02,Application Started,2025-09-08
E01824,C234,PR06,KYC Completed,2025-03-29
E01825,C259,PR05,KYC Completed,2025-04-20
E01826,C185,PR06,KYC Completed,2025-03-09
E01827,C465,PR07,Viewed,2025-10-15
E01828,C380,PR01,Application Started,2025-10-26
E01829,C328,PR08,Viewed,2025-05-26
E01830,C132,PR02,Approved,2025-11-28
E01831,C177,PR05,First Transaction,2025-04-07
E01832,C118,PR06,First Transaction,2025-06-19
E01833,C171,PR02,Approved,2025-12-10
E01834,C074,PR01,Viewed,2025-08-22
E01835,C183,PR01,Approved,2025-03-12
E01836,C379,PR05,KYC Completed,2025-07-24
E01837,C317,PR08,Approved,2025-05-04
E01838,C457,PR03,Viewed,2025-09-27
E01839,C426,PR01,Application Started,2025-12-24
E01840,C195,PR05,KYC Completed,2025-08-27
E01841,C485,PR05,Viewed,2025-12-25
E01842,C357,PR05,Application Started,2025-10-07
E01843,C254,PR01,KYC Completed,2025-02-25
E01844,C494,PR02,Approved,2025-08-17
E01845,C371,PR05,KYC Completed,2025-07-01
E01846,C250,PR07,First Transaction,2025-09-11
E01847,C070,PR05,KYC Completed,2025-11-16
E01848,C172,PR08,First Transaction,2025-01-15
E01849,C434,PR05,Application Started,2025-07-15
E01850,C190,PR06,First Transaction,2025-08-04
E01851,C035,PR01,First Transaction,2025-04-07
E01852,C481,PR05,Activated,2025-03-06
E01853,C499,PR05,KYC Completed,2025-06-29
E01854,C048,PR02,Approved,2025-07-24
E01855,C227,PR06,Activated,2025-09-12
E01856,C482,PR07,Viewed,2025-01-02
E01857,C089,PR06,Activated,2025-09-16
E01858,C433,PR01,Activated,2025-02-23
E01859,C154,PR02,Approved,2025-04-25
E01860,C280,PR05,First Transaction,2025-12-14
E01861,C466,PR05,First Transaction,2025-05-17
E01862,C402,PR06,Activated,2025-01-03
E01863,C316,PR04,Approved,2025-05-23
E01864,C194,PR02,Approved,2025-05-01
E01865,C015,PR02,Activated,2025-03-09
E01866,C386,PR03,Application Started,2025-12-18
E01867,C194,PR01,First Transaction,2025-03-02
E01868,C126,PR02,Approved,2025-02-03
E01869,C429,PR07,First Transaction,2025-07-26
E01870,C158,PR07,Activated,2025-09-04
E01871,C168,PR03,Approved,2025-08-16
E01872,C468,PR03,Viewed,2025-01-11
E01873,C253,PR05,First Transaction,2025-04-29
E01874,C407,PR04,Viewed,2025-02-20
E01875,C315,PR07,Application Started,2025-02-07
E01876,C073,PR04,First Transaction,2025-09-20
E01877,C105,PR01,Approved,2025-07-21
E01878,C245,PR01,Viewed,2025-04-16
E01879,C003,PR01,KYC Completed,2025-09-13
E01880,C046,PR03,Viewed,2025-09-16
E01881,C287,PR05,Viewed,2025-07-09
E01882,C375,PR05,Application Started,2025-07-27
E01883,C283,PR05,Viewed,2025-05-20
E01884,C191,PR05,KYC Completed,2025-01-16
E01885,C306,PR05,Approved,2025-02-04
E01886,C275,PR01,Application Started,2025-08-01
E01887,C171,PR03,Application Started,2025-11-26
E01888,C195,PR02,First Transaction,2025-10-16
E01889,C112,PR04,First Transaction,2025-01-27
E01890,C095,PR05,Application Started,2025-03-21
E01891,C073,PR01,Application Started,2025-08-03
E01892,C408,PR01,Activated,2025-04-14
E01893,C161,PR05,KYC Completed,2025-10-04
E01894,C197,PR02,Viewed,2025-09-08
E01895,C113,PR01,Activated,2025-07-16
E01896,C037,PR05,KYC Completed,2025-07-15
E01897,C018,PR01,Application Started,2025-08-13
E01898,C087,PR05,Approved,2025-07-01
E01899,C013,PR05,Activated,2025-02-01
E01900,C354,PR03,First Transaction,2025-05-19
E01901,C225,PR07,KYC Completed,2025-12-20
E01902,C124,PR03,Approved,2025-02-27
E01903,C107,PR08,Application Started,2025-01-26
E01904,C342,PR07,First Transaction,2025-12-28
E01905,C427,PR03,Application Started,2025-08-25
E01906,C486,PR08,Activated,2025-04-24
E01907,C230,PR03,First Transaction,2025-08-18
E01908,C431,PR03,Viewed,2025-03-19
E01909,C150,PR05,Application Started,2025-11-02
E01910,C386,PR03,Application Started,2025-12-20
E01911,C083,PR07,Activated,2025-04-23
E01912,C445,PR05,KYC Completed,2025-06-11
E01913,C284,PR05,Viewed,2025-08-02
E01914,C196,PR05,Approved,2025-07-20
E01915,C004,PR06,Application Started,2025-06-05
E01916,C030,PR01,Application Started,2025-11-29
E01917,C141,PR05,KYC Completed,2025-05-20
E01918,C373,PR01,Application Started,2025-06-02
E01919,C060,PR03,KYC Completed,2025-01-06
E01920,C346,PR05,First Transaction,2025-12-07
E01921,C425,PR02,Activated,2025-02-27
E01922,C454,PR06,Activated,2025-11-25
E01923,C485,PR03,Activated,2025-09-16
E01924,C200,PR02,First Transaction,2025-02-20
E01925,C214,PR05,KYC Completed,2025-08-11
E01926,C405,PR02,Viewed,2025-04-02
E01927,C456,PR06,KYC Completed,2025-05-27
E01928,C188,PR02,KYC Completed,2025-04-19
E01929,C430,PR04,Approved,2025-07-21
E01930,C245,PR02,Approved,2025-09-26
E01931,C477,PR02,Approved,2025-08-28
E01932,C268,PR01,First Transaction,2025-08-21
E01933,C132,PR02,Activated,2025-11-29
E01934,C431,PR04,Application Started,2025-04-16
E01935,C413,PR02,Application Started,2025-10-30
E01936,C310,PR02,Viewed,2025-03-07
E01937,C352,PR01,First Transaction,2025-09-08
E01938,C432,PR04,KYC Completed,2025-07-19
E01939,C187,PR03,Application Started,2025-04-26
E01940,C371,PR02,Application Started,2025-10-30
E01941,C230,PR05,Approved,2025-06-17
E01942,C474,PR07,First Transaction,2025-04-19
E01943,C474,PR06,Application Started,2025-01-23
E01944,C096,PR05,Approved,2025-11-19
E01945,C072,PR05,Approved,2025-07-21
E01946,C078,PR05,Application Started,2025-01-13
E01947,C447,PR06,Approved,2025-02-12
E01948,C412,PR01,Activated,2025-07-19
E01949,C369,PR03,Viewed,2025-01-22
E01950,C444,PR05,Approved,2025-07-08
E01951,C145,PR06,First Transaction,2025-04-11
E01952,C406,PR06,Viewed,2025-05-12
E01953,C026,PR02,Viewed,2025-01-14
E01954,C303,PR05,Activated,2025-02-01
E01955,C053,PR01,Viewed,2025-01-27
E01956,C038,PR01,Approved,2025-10-27
E01957,C228,PR04,KYC Completed,2025-02-17
E01958,C410,PR01,KYC Completed,2025-02-25
E01959,C394,PR05,Activated,2025-12-02
E01960,C317,PR01,KYC Completed,2025-03-11
E01961,C393,PR08,First Transaction,2025-06-28
E01962,C066,PR04,Viewed,2025-02-05
E01963,C082,PR05,Viewed,2025-06-07
E01964,C188,PR07,Approved,2025-06-19
E01965,C428,PR04,KYC Completed,2025-05-31
E01966,C087,PR05,Viewed,2025-07-03
E01967,C031,PR08,Approved,2025-06-30
E01968,C437,PR01,Viewed,2025-08-06
E01969,C239,PR01,First Transaction,2025-04-23
E01970,C026,PR02,Approved,2025-09-18
E01971,C223,PR08,Activated,2025-07-20
E01972,C010,PR05,Approved,2025-10-23
E01973,C395,PR08,Approved,2025-12-13
E01974,C352,PR01,KYC Completed,2025-04-30
E01975,C189,PR06,Viewed,2025-03-28
E01976,C104,PR02,Application Started,2025-11-13
E01977,C147,PR03,Viewed,2025-07-17
E01978,C387,PR01,First Transaction,2025-02-19
E01979,C170,PR05,Application Started,2025-09-11
E01980,C341,PR08,First Transaction,2025-01-31
E01981,C202,PR02,First Transaction,2025-08-20
E01982,C180,PR01,KYC Completed,2025-04-09
E01983,C381,PR06,First Transaction,2025-06-26
E01984,C462,PR02,KYC Completed,2025-08-24
E01985,C027,PR06,Approved,2025-05-01
E01986,C420,PR05,KYC Completed,2025-01-07
E01987,C251,PR05,Approved,2025-07-04
E01988,C048,PR01,Activated,2025-04-28
E01989,C007,PR01,Viewed,2025-01-23
E01990,C022,PR05,Application Started,2025-12-28
E01991,C410,PR03,First Transaction,2025-03-05
E01992,C157,PR08,First Transaction,2025-04-04
E01993,C017,PR06,First Transaction,2025-09-08
E01994,C268,PR02,Activated,2025-01-18
E01995,C371,PR01,KYC Completed,2025-12-03
E01996,C494,PR03,Viewed,2025-03-11
E01997,C482,PR01,Activated,2025-05-13
E01998,C374,PR07,Activated,2025-06-01
E01999,C122,PR02,Viewed,2025-06-09
E02000,C421,PR05,First Transaction,2025-10-15
